,Rank,Rider,Team,Times,Gap,B,P,Year,Distance (km),Number of stages,TotalSeconds,GapSeconds,ResultType
1348,21,JEAN-APO LAZARIDES,FRANCE,149h 12' 34'',+ 02h 01' 58'',,,1948,4922,21,537154,7318,time
1349,22,JEAN ENGELS,BELGIQUE B,149h 26' 17'',+ 02h 15' 41'',,,1948,4922,21,537977,8141,time
1350,23,RAOUL REMY,SUD-EST,149h 26' 35'',+ 02h 15' 59'',,,1948,4922,21,537995,8159,time
1351,24,BERNARD GAUTHIER,SUD-EST,149h 44' 55'',+ 02h 34' 19'',,,1948,4922,21,539095,9259,time
1352,25,PAUL GIGUET,FRANCE,149h 48' 37'',+ 02h 38' 01'',,,1948,4922,21,539317,9481,time
1353,26,GEORGES RAMOULUX,CENTRE-SUD OUEST,149h 53' 22'',+ 02h 42' 46'',,,1948,4922,21,539602,9766,time
1354,27,PRIMO VOLPI,ITALIE,149h 57' 24'',+ 02h 46' 48'',,,1948,4922,21,539844,10008,time
1355,28,ROBERT CHAPATTE,PARIS,150h 07' 07'',+ 02h 56' 31'',,,1948,4922,21,540427,10591,time
1356,29,GIOVANNI CORRIERI,ITALIE,150h 09' 46'',+ 02h 59' 10'',,,1948,4922,21,540586,10750,time
1357,30,FLORENT MATHIEU,BELGIQUE,150h 11' 30'',+ 03h 00' 54'',,,1948,4922,21,540690,10854,time
1358,31,ATTILIO LAMBERTINI,ITALIE B,150h 13' 31'',+ 03h 02' 55'',,,1948,4922,21,540811,10975,time
1359,32,ALPHONSE DEVREESE,ILE DE FRANCE-NORD EST,150h 17' 04'',+ 03h 06' 28'',,,1948,4922,21,541024,11188,time
1360,33,ANTONIO BEVILACQUA,ITALIE,150h 17' 32'',+ 03h 06' 56'',,,1948,4922,21,541052,11216,time
1361,34,SERIFANO BIAGIONI,ITALIE,150h 18' 39'',+ 03h 08' 03'',,,1948,4922,21,541119,11283,time
1362,35,PIERRE BARATIN,ILE DE FRANCE-NORD EST,150h 30' 20'',+ 03h 19' 44'',,,1948,4922,21,541820,11984,time
1363,36,JEF JANSSEN,PAYS-BAS/LUXEMBOURG,150h 36' 35'',+ 03h 25' 59'',,,1948,4922,21,542195,12359,time
1364,37,PAUL NERI,INTERNATIONAUX,150h 37' 57'',+ 03h 27' 21'',,,1948,4922,21,542277,12441,time
1365,39,GEORGES MARTIN,SUD-EST,150h 56' 49'',+ 03h 46' 13'',,,1948,4922,21,543409,13573,time
1366,40,DANIEL THUAYRE,ILE DE FRANCE-NORD EST,150h 59' 49'',+ 03h 49' 13'',,,1948,4922,21,543589,13753,time
1367,41,EGIDIO FERUGLIO,ITALIE,151h 00' 06'',+ 03h 49' 30'',,,1948,4922,21,543606,13770,time
1368,42,WIM DE RUYTER,PAYS-BAS/LUXEMBOURG,151h 02' 17'',+ 03h 51' 41'',,,1948,4922,21,543737,13901,time
1369,43,JEAN REY,SUD-EST,151h 26' 33'',+ 04h 15' 57'',,,1948,4922,21,545193,15357,time
1370,44,VITTORIO SEGHEZZI,ITALIE B,151h 38' 19'',+ 04h 27' 43'',,,1948,4922,21,545899,16063,time
1371,1,FAUSTO COPPI,ITALIE,149h 40' 49'',-,,,1949,4808,21,538849,0,time
1372,2,GINO BARTALI,ITALIE,149h 51' 44'',+ 00h 10' 55'',,,1949,4808,21,539504,655,time
1373,3,JACQUES MARINELLI,ILE DE FRANCE,150h 06' 02'',+ 00h 25' 13'',,,1949,4808,21,540362,1513,time
1374,4,JEAN ROBIC,OUEST-NORD,150h 15' 17'',+ 00h 34' 28'',,,1949,4808,21,540917,2068,time
1375,5,MARCEL DUPONT,BELGIQUE B,150h 19' 48'',+ 00h 38' 59'',,,1949,4808,21,541188,2339,time
1376,6,FIORENZO MAGNI,ITALIE B,150h 22' 59'',+ 00h 42' 10'',,,1949,4808,21,541379,2530,time
1377,7,STAN OCKERS,BELGIQUE,150h 25' 24'',+ 00h 44' 35'',,,1949,4808,21,541524,2675,time
1378,8,JEAN GOLDSCHMIT,LUXEMBOURG,150h 28' 13'',+ 00h 47' 24'',,,1949,4808,21,541693,2844,time
1379,9,JEAN-APO LAZARIDES,FRANCE,150h 33' 17'',+ 00h 52' 28'',,,1949,4808,21,541997,3148,time
1380,10,PIERRE COGAN,OUEST-NORD,150h 49' 44'',+ 01h 08' 55'',,,1949,4808,21,542984,4135,time
1381,11,ROGER LAMBRECHT,BELGIQUE,150h 58' 10'',+ 01h 17' 21'',,,1949,4808,21,543490,4641,time
1382,12,GINO SCIARDIS,ITALIE,151h 02' 50'',+ 01h 22' 01'',,,1949,4808,21,543770,4921,time
1383,13,JEAN KIRCHEN,LUXEMBOURG,151h 09' 03'',+ 01h 28' 14'',,,1949,4808,21,544143,5294,time
1384,14,LUCIEN TEISSEIRE,FRANCE,151h 15' 45'',+ 01h 34' 56'',,,1949,4808,21,544545,5696,time
1385,15,JEAN DIEDERICH,LUXEMBOURG,151h 16' 43'',+ 01h 35' 54'',,,1949,4808,21,544603,5754,time
1386,16,ROBERT CHAPATTE,FRANCE,151h 19' 29'',+ 01h 38' 40'',,,1949,4808,21,544769,5920,time
1387,17,SERIFANO BIAGIONI,ITALIE,151h 19' 36'',+ 01h 38' 47'',,,1949,4808,21,544776,5927,time
1388,18,NELLO LAUREDI,SUD-EST,151h 24' 11'',+ 01h 43' 22'',,,1949,4808,21,545051,6202,time
1389,19,GEORGES AESCHLIMANN,SUISSE,151h 28' 41'',+ 01h 47' 52'',,,1949,4808,21,545321,6472,time
1390,20,PIERRE TACCA,ILE DE FRANCE,151h 28' 50'',+ 01h 48' 01'',,,1949,4808,21,545330,6481,time
1391,21,MARCEL DEMULDER,BELGIQUE B,151h 30' 05'',+ 01h 49' 16'',,,1949,4808,21,545405,6556,time
1392,22,JEAN-MARIE GOASMAT,OUEST-NORD,151h 41' 03'',+ 02h 00' 14'',,,1949,4808,21,546063,7214,time
1393,23,ANDRÉ BRULE,ILE DE FRANCE,151h 42' 07'',+ 02h 01' 18'',,,1949,4808,21,546127,7278,time
1394,24,BRUNO PASQUINI,ITALIE,151h 49' 33'',+ 02h 08' 44'',,,1949,4808,21,546573,7724,time
1395,25,MARCEL HENDRICKX,BELGIQUE B,151h 50' 58'',+ 02h 10' 09'',,,1949,4808,21,546658,7809,time
1396,26,PIERRE BRAMBILLA,SUD-EST,152h 03' 22'',+ 02h 22' 33'',,,1949,4808,21,547402,8553,time
1397,27,JACQUES GEUS,BELGIQUE B,152h 06' 55'',+ 02h 26' 06'',,,1949,4808,21,547615,8766,time
1398,28,RENÉ VIETTO,FRANCE,152h 11' 00'',+ 02h 30' 11'',,,1949,4808,21,547860,9011,time
1399,29,RIK VAN STEENBERGEN,BELGIQUE,152h 12' 02'',+ 02h 31' 13'',,,1949,4808,21,547922,9073,time
1400,30,LOUIS DEPREZ,FRANCE,152h 13' 45'',+ 02h 32' 56'',,,1949,4808,21,548025,9176,time
1401,31,ROGER LEVEQUE,CENTRE-SUD OUEST,152h 14' 18'',+ 02h 33' 29'',,,1949,4808,21,548058,9209,time
1402,32,LUCIEN LAZARIDES,FRANCE,152h 29' 24'',+ 02h 48' 35'',,,1949,4808,21,548964,10115,time
1403,33,BRIK SCHOTTE,BELGIQUE,152h 31' 18'',+ 02h 50' 29'',,,1949,4808,21,549078,10229,time
1404,34,DÉSIRÉ KETELEER,BELGIQUE,152h 42' 29'',+ 03h 01' 40'',,,1949,4808,21,549749,10900,time
1405,35,GEORGES MARTIN,SUD-EST,152h 57' 15'',+ 03h 16' 26'',,,1949,4808,21,550635,11786,time
1406,36,VINCENZO ROSSELLO,ITALIE,152h 58' 32'',+ 03h 17' 43'',,,1949,4808,21,550712,11863,time
1407,37,FLORENT MATHIEU,BELGIQUE,153h 02' 30'',+ 03h 21' 41'',,,1949,4808,21,550950,12101,time
1408,38,GIUSEPPE AUSENDA,ITALIE B,153h 11' 21'',+ 03h 30' 32'',,,1949,4808,21,551481,12632,time
1409,39,PAUL PINEAU,CENTRE-SUD OUEST,153h 12' 08'',+ 03h 31' 19'',,,1949,4808,21,551528,12679,time
1410,40,GOTTFRIED WEILENMANN,SUISSE,153h 21' 02'',+ 03h 40' 13'',,,1949,4808,21,552062,13213,time
1411,41,MARIO RICCI,ITALIE,153h 21' 40'',+ 03h 40' 51'',,,1949,4808,21,552100,13251,time
1412,42,ALBERT DOLHATS,CENTRE-SUD OUEST,153h 24' 27'',+ 03h 43' 38'',,,1949,4808,21,552267,13418,time
1413,44,EDOUARD MULLER,ILE DE FRANCE,153h 31' 07'',+ 03h 50' 18'',,,1949,4808,21,552667,13818,time
1414,45,ANTONIN ROLLAND,SUD-EST,153h 31' 35'',+ 03h 50' 46'',,,1949,4808,21,552695,13846,time
1415,46,GEORGES RAMOULUX,CENTRE-SUD OUEST,153h 37' 02'',+ 03h 56' 13'',,,1949,4808,21,553022,14173,time
1416,47,PAUL GIGUET,SUD-EST,154h 02' 15'',+ 04h 21' 26'',,,1949,4808,21,554535,15686,time
1417,48,JEAN BLANC,CENTRE-SUD OUEST,154h 20' 40'',+ 04h 39' 51'',,,1949,4808,21,555640,16791,time
1418,49,ANDRÉ MAHE,OUEST-NORD,154h 29' 29'',+ 04h 48' 40'',,,1949,4808,21,556169,17320,time
1419,50,LUCIANO PEZZI,ITALIE,154h 34' 24'',+ 04h 53' 35'',,,1949,4808,21,556464,17615,time
1420,51,ETTORE MILANO,ITALIE,154h 44' 40'',+ 05h 03' 51'',,,1949,4808,21,557080,18231,time
1421,52,GIOVANNI CORRIERI,ITALIE,154h 52' 46'',+ 05h 11' 57'',,,1949,4808,21,557566,18717,time
1422,53,ANGELO BRIGNOLE,ITALIE,155h 09' 17'',+ 05h 28' 28'',,,1949,4808,21,558557,19708,time
1423,54,CUSTODIO DOS REIS,CENTRE-SUD OUEST,155h 20' 58'',+ 05h 40' 09'',,,1949,4808,21,559258,20409,time
1424,55,GUIDO DE SANTI,ITALIE,155h 47' 40'',+ 06h 06' 51'',,,1949,4808,21,560860,22011,time
1425,1,FERDI KUBLER,SUISSE,145h 36' 56'',-,,,1950,4773,22,524216,0,time
1426,2,STAN OCKERS,BELGIQUE,145h 46' 26'',+ 00h 09' 30'',,,1950,4773,22,524786,570,time
1427,3,LOUISON BOBET,FRANCE,145h 59' 15'',+ 00h 22' 19'',,,1950,4773,22,525555,1339,time
1428,4,RAPHAËL GEMINIANI,FRANCE,146h 08' 10'',+ 00h 31' 14'',,,1950,4773,22,526090,1874,time
1429,5,JEAN KIRCHEN,LUXEMBOURG,146h 11' 17'',+ 00h 34' 21'',,,1950,4773,22,526277,2061,time
1430,6,KLEBER PIOT,ILE DE FRANCE-NORD EST,146h 18' 31'',+ 00h 41' 35'',,,1950,4773,22,526711,2495,time
1431,7,PIERRE COGAN,CENTRE-SUD OUEST,146h 29' 38'',+ 00h 52' 42'',,,1950,4773,22,527378,3162,time
1432,8,RAYMOND IMPANIS,BELGIQUE,146h 30' 30'',+ 00h 53' 34'',,,1950,4773,22,527430,3214,time
1433,9,GEORGES MEUNIER,CENTRE-SUD OUEST,146h 31' 25'',+ 00h 54' 29'',,,1950,4773,22,527485,3269,time
1434,10,JEAN GOLDSCHMIT,LUXEMBOURG,146h 32' 17'',+ 00h 55' 21'',,,1950,4773,22,527537,3321,time
1435,11,PIERRE BRAMBILLA,SUD-EST,146h 34' 10'',+ 00h 57' 14'',,,1950,4773,22,527650,3434,time
1436,12,JEAN ROBIC,OUEST,146h 36' 41'',+ 00h 59' 45'',,,1950,4773,22,527801,3585,time
1437,13,ROGER LAMBRECHT,BELGIQUE,146h 37' 25'',+ 01h 00' 29'',,,1950,4773,22,527845,3629,time
1438,14,ANDRÉ BRULE,ILE DE FRANCE-NORD EST,146h 42' 25'',+ 01h 05' 29'',,,1950,4773,22,528145,3929,time
1439,15,MARCEL VERSCHUEREN,BELGIQUE B,146h 42' 46'',+ 01h 05' 50'',,,1950,4773,22,528166,3950,time
1440,16,MARCEL DEMULDER,BELGIQUE B,146h 48' 34'',+ 01h 11' 38'',,,1950,4773,22,528514,4298,time
1441,17,BERNARD GAUTHIER,SUD-EST,146h 50' 25'',+ 01h 13' 29'',,,1950,4773,22,528625,4409,time
1442,18,JEAN DIEDERICH,LUXEMBOURG,146h 51' 54'',+ 01h 14' 58'',,,1950,4773,22,528714,4498,time
1443,19,ROBERT CASTELLIN,SUD-EST,147h 02' 10'',+ 01h 25' 14'',,,1950,4773,22,529330,5114,time
1444,20,ATTILIO REDOLFI,ILE DE FRANCE-NORD EST,147h 05' 55'',+ 01h 28' 59'',,,1950,4773,22,529555,5339,time
1445,21,WILLY KEMP,LUXEMBOURG,147h 14' 51'',+ 01h 37' 55'',,,1950,4773,22,530091,5875,time
1446,22,BRIK SCHOTTE,BELGIQUE,147h 23' 49'',+ 01h 46' 53'',,,1950,4773,22,530629,6413,time
1447,23,ARMAND BAEYENS,BELGIQUE B,147h 24' 37'',+ 01h 47' 41'',,,1950,4773,22,530677,6461,time
1448,24,PAUL GIGUET,FRANCE,147h 25' 03'',+ 01h 48' 07'',,,1950,4773,22,530703,6487,time
1449,25,MARCEL HENDRICKX,BELGIQUE,147h 36' 17'',+ 01h 59' 21'',,,1950,4773,22,531377,7161,time
1450,26,CUSTODIO DOS REIS,NORD AFRIQUE,147h 36' 54'',+ 01h 59' 58'',,,1950,4773,22,531414,7198,time
1451,27,WIM DE RUYTER,PAYS-BAS,147h 38' 36'',+ 02h 01' 40'',,,1950,4773,22,531516,7300,time
1452,28,JEAN-APO LAZARIDES,FRANCE,147h 39' 48'',+ 02h 02' 52'',,,1950,4773,22,531588,7372,time
